iter	RMSE
1666	39.70828868
1667	39.70778379
1668	39.70709489
1669	39.70700421
1670	39.70678124
1671	39.70620646
1672	39.70591964
1673	39.70503134
1674	39.7049231
1675	39.70458473
1676	39.70451097
1677	39.7043521
1678	39.7041254
1679	39.70410346
1680	39.70402498
1681	39.70397267
1682	39.70343369
1683	39.7029559
1684	39.70295124
1685	39.70175134
1686	39.7016856
1687	39.70131625
1688	39.7007196
1689	39.70066785
1690	39.70003673
1691	39.69998538
1692	39.69935992
1693	39.69897335
1694	39.69890023
1695	39.69887867
1696	39.69848331
1697	39.69778894
1698	39.69769175
1699	39.69767441
1700	39.69765703
1701	39.69746842
1702	39.69691054
1703	39.69658899
1704	39.6961818
1705	39.69592706
1706	39.69590213
1707	39.69575541
1708	39.69502981
1709	39.69501952
1710	39.69461283
1711	39.69441529
1712	39.69440828
1713	39.69438784
1714	39.69397699
1715	39.69367644
1716	39.69360136
1717	39.69296738
1718	39.69234646
1719	39.69199018
1720	39.69151366
1721	39.69094263
1722	39.69084547
1723	39.69064952
1724	39.69033519
1725	39.68990494
1726	39.6897644
1727	39.68970067
1728	39.68931728
1729	39.68808688
1730	39.68801702
1731	39.68767581
1732	39.68743703
1733	39.68725405
1734	39.68593752
1735	39.68572074
1736	39.68564547
1737	39.68550002
1738	39.68521967
1739	39.68439646
1740	39.68421925
1741	39.68357838
1742	39.68350659
1743	39.68313229
1744	39.68291899
1745	39.68238339
1746	39.681535
1747	39.68146773
1748	39.68130184
1749	39.68116477
1750	39.68068192
1751	39.68035159
1752	39.67996697
1753	39.67972304
1754	39.6797099
1755	39.6793697
1756	39.6790546
1757	39.67872325
1758	39.67858136
1759	39.67825181
1760	39.67813586
1761	39.67787053
1762	39.67736317
1763	39.67645523
1764	39.67582135
1765	39.67542605
1766	39.67536229
1767	39.67511738
1768	39.6744455
1769	39.67385861
1770	39.67347197
1771	39.67260089
1772	39.67233318
1773	39.67218557
1774	39.67216368
1775	39.67153593
1776	39.67151568
1777	39.67109836
1778	39.67073456
1779	39.67039151
1780	39.6698813
1781	39.66895431
1782	39.66846489
1783	39.66810143
1784	39.66789699
1785	39.66764391
1786	39.66684307
1787	39.6664428
1788	39.66638639
1789	39.66631014
1790	39.66565642
1791	39.66554171
1792	39.66540255
1793	39.66521565
1794	39.66486075
1795	39.66428272
1796	39.6641563
1797	39.66334033
1798	39.662994
1799	39.66259997
1800	39.66247407
1801	39.66229943
1802	39.6622539
1803	39.6622062
1804	39.66199529
1805	39.66191606
1806	39.661881
1807	39.6617309
1808	39.66146613
1809	39.65998997
1810	39.65990458
1811	39.65969093
1812	39.65933375
1813	39.65802813
1814	39.65800931
1815	39.65796398
1816	39.65782804
1817	39.65678486
1818	39.65651106
1819	39.65630185
1820	39.65494322
1821	39.65467115
1822	39.6543203
1823	39.65421528
1824	39.6533191
1825	39.65331094
1826	39.65329515
1827	39.65327707
1828	39.65312374
1829	39.65264395
1830	39.65262592
1831	39.65251772
1832	39.65248451
1833	39.65221191
1834	39.65219639
1835	39.65168086
1836	39.6516645
1837	39.65134232
1838	39.65122447
1839	39.65080752
1840	39.65060408
1841	39.64958234
1842	39.6493061
1843	39.64910068
1844	39.64907371
1845	39.6489781
1846	39.64859646
1847	39.64836487
1848	39.64804577
1849	39.64761574
1850	39.64760039
1851	39.64679777
1852	39.64667036
1853	39.64636491
1854	39.64613596
1855	39.64592598
1856	39.64541155
1857	39.64495292
1858	39.6447331
1859	39.64469904
1860	39.64463859
1861	39.64458857
1862	39.64453868
1863	39.64313567
1864	39.64282452
1865	39.64263053
1866	39.64218141
1867	39.64215957
1868	39.64142821
1869	39.641049
1870	39.64088864
1871	39.64084249
1872	39.64039258
1873	39.64034017
1874	39.63938353
1875	39.63900283
1876	39.63892136
1877	39.63764789
1878	39.63716257
1879	39.63626116
1880	39.63591831
1881	39.63472803
1882	39.63439607
1883	39.63420012
1884	39.63363925
1885	39.63329404
1886	39.63244853
1887	39.63233301
1888	39.63221001
1889	39.63193925
1890	39.63138246
1891	39.631377
1892	39.63098954
1893	39.63091361
1894	39.63031639
1895	39.63012052
1896	39.62989973
1897	39.62941652
1898	39.62930681
1899	39.62912196
1900	39.62893486
1901	39.62869454
1902	39.62801625
1903	39.62796235
1904	39.62703517
1905	39.62699153
1906	39.62683987
1907	39.62682068
1908	39.6250789
1909	39.62502791
1910	39.62473199
1911	39.62460181
1912	39.62423585
1913	39.62413019
1914	39.62404099
1915	39.62402511
1916	39.62400061
1917	39.62398023
1918	39.62335938
1919	39.62317248
1920	39.62225629
1921	39.62216151
1922	39.62191031
1923	39.62163146
1924	39.62149923
1925	39.62122554
1926	39.6211005
1927	39.62087191
1928	39.62070278
1929	39.62066039
1930	39.62050191
1931	39.62047414
1932	39.62035057
1933	39.62011781
1934	39.62010284
1935	39.61940796
1936	39.61896737
1937	39.61871885
1938	39.61826462
1939	39.61766731
1940	39.61713982
1941	39.61698448
1942	39.61657144
1943	39.61626045
1944	39.61568104
1945	39.61484323
1946	39.61384629
1947	39.61338321
1948	39.61313712
1949	39.61309791
1950	39.61212843
