iter	RMSE
356	40.21441808
357	40.21437337
358	40.21335582
359	40.21315044
360	40.21171147
361	40.21094962
362	40.21000265
363	40.21000264
364	40.20991224
365	40.20916047
366	40.20866148
367	40.20717902
368	40.20686508
369	40.20683845
370	40.20649696
371	40.20527357
372	40.20474232
373	40.20474232
374	40.20474232
375	40.20474232
376	40.20439474
377	40.20437353
378	40.20437001
379	40.20419874
380	40.20407509
381	40.20367144
382	40.2026494
383	40.20236814
384	40.20236814
385	40.20236814
386	40.20179119
387	40.20177499
388	40.20150509
389	40.20047049
390	40.20047049
391	40.20027884
392	40.19984924
393	40.19946728
394	40.19923103
395	40.19789912
396	40.19773988
397	40.19725065
398	40.19651243
399	40.19629595
400	40.1962925
401	40.19595798
402	40.19595071
403	40.19466449
404	40.19405346
405	40.19340147
406	40.19319404
407	40.19274087
408	40.19258872
409	40.19258872
410	40.19258124
411	40.19245237
412	40.19243516
413	40.19243516
414	40.19243515
415	40.19243515
416	40.19243009
417	40.19155786
418	40.19152539
419	40.19127132
420	40.19126494
421	40.19082318
422	40.19073567
423	40.19069505
424	40.19053746
425	40.19038713
426	40.19023978
427	40.19023978
428	40.18999097
429	40.18998768
430	40.18956299
431	40.18956299
432	40.18952465
433	40.18943505
434	40.18936964
435	40.18848189
436	40.18755489
437	40.18752758
438	40.18752757
439	40.1874228
440	40.18740501
441	40.18740501
442	40.18732597
443	40.18706608
444	40.18689644
445	40.18689192
446	40.18651835
447	40.18642365
448	40.18555516
449	40.18555516
450	40.18512478
451	40.18475321
452	40.18474992
453	40.18474992
454	40.18474992
455	40.18474992
456	40.1846621
457	40.18463565
458	40.18461044
459	40.18402665
460	40.1837534
461	40.1837534
462	40.18268799
463	40.1824556
464	40.1824556
465	40.1824556
466	40.18132191
467	40.18132026
468	40.18021795
469	40.17998701
470	40.17969356
471	40.17882589
472	40.17874483
473	40.1786993
474	40.17839682
475	40.17799026
476	40.17708648
477	40.17708648
478	40.17708648
479	40.17660671
480	40.17641306
481	40.17634454
482	40.17610757
483	40.17502349
484	40.17483259
485	40.17483249
486	40.17425814
487	40.17425814
488	40.17425814
489	40.17424093
490	40.1735195
491	40.1724534
492	40.17154051
493	40.17150528
494	40.17099067
495	40.17034052
496	40.1703087
497	40.16981564
498	40.1695854
499	40.16878812
500	40.16813198
501	40.16800171
502	40.16708525
503	40.16672889
504	40.16623241
505	40.16585459
506	40.1658208
507	40.16520517
508	40.16419677
509	40.16384996
510	40.1634868
511	40.16319574
512	40.1628647
513	40.16278258
514	40.16277892
515	40.16273564
516	40.16235627
517	40.16188439
518	40.16127295
519	40.16088221
520	40.1604981
521	40.16040929
522	40.16035952
523	40.15988078
524	40.15961065
525	40.15961065
526	40.15952637
527	40.15926779
528	40.15867091
529	40.15746552
530	40.15746552
531	40.15640937
532	40.15612278
533	40.15612278
534	40.15508027
535	40.15507813
536	40.15416215
537	40.15415701
538	40.15369107
539	40.15369107
540	40.15332821
541	40.15310331
542	40.15310331
543	40.15283959
544	40.15219075
545	40.15202009
546	40.15195575
547	40.15195575
548	40.1511843
549	40.14927191
550	40.14853202
551	40.14735195
552	40.14727747
553	40.14699129
554	40.14672177
555	40.14566918
556	40.14458941
557	40.14448337
558	40.14424334
559	40.14415746
560	40.14372817
561	40.14223199
562	40.14223199
563	40.14198708
564	40.14128718
565	40.14128718
566	40.14086352
567	40.14018239
568	40.14010499
569	40.14010499
570	40.13972848
571	40.13939093
572	40.1393104
573	40.13904125
574	40.13849163
575	40.13759523
576	40.13748794
577	40.13707689
578	40.1369092
579	40.13665307
580	40.13607161
581	40.13585452
582	40.13549839
583	40.13434111
584	40.13425873
585	40.13412088
586	40.13392615
587	40.13392504
588	40.13392504
589	40.1331184
590	40.13288916
591	40.13231989
592	40.13205551
593	40.13165386
594	40.13088733
595	40.12943837
596	40.12878485
597	40.12723375
598	40.12522091
599	40.12506932
600	40.12506932
601	40.12461236
602	40.12453292
603	40.12453292
604	40.12448924
605	40.12423803
606	40.12422346
607	40.12375023
608	40.12375023
609	40.12373547
610	40.12260696
611	40.12218699
612	40.12218699
613	40.12218699
614	40.12188985
615	40.12170925
616	40.12165995
617	40.12158441
618	40.12124429
619	40.12089826
620	40.1208878
621	40.12076829
622	40.11982622
623	40.11942351
624	40.11792618
625	40.11767494
626	40.11723423
627	40.11664463
628	40.11664132
629	40.11618149
630	40.11534701
631	40.11483794
632	40.11483794
633	40.11460275
634	40.11414424
635	40.11414424
636	40.11330794
637	40.11313848
638	40.11313665
639	40.11198915
640	40.11180767
641	40.11154363
642	40.11129814
643	40.11110642
644	40.11087485
645	40.11066421
646	40.11028194
647	40.10921029
648	40.10905688
649	40.1089096
650	40.10886347
651	40.10867016
652	40.10750415
653	40.10750071
654	40.10727851
655	40.10711742
656	40.10654353
657	40.10652308
658	40.10623689
659	40.10603098
660	40.1059763
661	40.10561971
662	40.10546455
663	40.10546455
664	40.10528722
665	40.10517286
666	40.10451815
667	40.10370191
668	40.10320998
669	40.10301541
670	40.10260971
671	40.10260971
672	40.10176209
673	40.10167013
674	40.10117341
675	40.10062115
676	40.09998163
677	40.09969731
678	40.09940151
679	40.09916726
680	40.09856331
681	40.09833424
682	40.09753198
683	40.0973183
684	40.0972962
685	40.09727811
686	40.09691461
687	40.09651068
688	40.09637344
689	40.09572263
690	40.09520319
691	40.09385963
692	40.09385963
693	40.09385945
694	40.09262647
695	40.09262647
696	40.09227777
697	40.09159672
698	40.09103196
699	40.09044544
700	40.09041918
701	40.09041598
702	40.08920034
703	40.08910169
704	40.08818711
705	40.08795639
706	40.08783579
707	40.08740949
708	40.08738529
709	40.08733215
710	40.08733215
711	40.08650783
712	40.08590141
713	40.08590141
714	40.08517311
715	40.08517311
716	40.08509856
717	40.08508597
718	40.0850784
719	40.08452631
720	40.08451538
721	40.08289156
722	40.08259108
723	40.08259108
724	40.08259108
725	40.08235406
726	40.08143893
727	40.08124815
728	40.07990304
729	40.07873457
730	40.07867231
731	40.07861263
732	40.07859727
733	40.07800801
734	40.07800801
735	40.07800801
736	40.07711097
737	40.07652487
738	40.07592333
739	40.07536887
740	40.07455042
741	40.07318138
742	40.07297126
743	40.07282494
744	40.0716008
745	40.07079948
746	40.07058962
747	40.06905021
748	40.0689091
749	40.06842277
750	40.06828601
751	40.06790591
752	40.06715668
753	40.06645235
754	40.06645235
755	40.06645235
756	40.0659752
757	40.06569385
758	40.06491154
759	40.06491154
760	40.06473936
761	40.06398193
762	40.06391368
763	40.06391368
764	40.06360851
765	40.06339748
766	40.06244082
767	40.0620017
768	40.06165862
769	40.06134225
770	40.06089702
771	40.06089702
772	40.06089702
773	40.06025098
774	40.06021433
775	40.06021433
776	40.06014871
777	40.05978228
778	40.05876132
779	40.05785157
780	40.05729743
781	40.05705253
782	40.05656825
783	40.05566729
784	40.05494992
785	40.05467147
786	40.05431106
787	40.0537787
788	40.05355271
789	40.05354822
790	40.05351272
791	40.05327677
792	40.05327562
793	40.0525782
794	40.05232801
795	40.05222679
796	40.05139837
797	40.05103231
798	40.05040657
799	40.05019725
800	40.04975533
801	40.0488598
802	40.04791288
803	40.04782691
804	40.04782691
805	40.04780536
806	40.04780536
807	40.04665865
808	40.04604164
809	40.04577775
810	40.04501503
811	40.04492957
812	40.04459915
813	40.0445269
814	40.04430352
815	40.04426385
816	40.04339355
817	40.04335915
818	40.04275102
819	40.04238914
820	40.04201123
821	40.04201123
822	40.04201123
823	40.04153387
824	40.04140967
825	40.04115083
826	40.04101031
827	40.04060083
828	40.04029987
829	40.03989524
830	40.0391034
831	40.03838772
832	40.03837559
833	40.03821151
834	40.03794775
835	40.03787288
836	40.03750467
837	40.03728349
838	40.0371429
839	40.0368237
840	40.03635565
841	40.03624561
842	40.03616323
843	40.03616323
844	40.03555893
845	40.03511273
846	40.03479248
847	40.03468969
848	40.03453199
849	40.03404705
850	40.03396013
851	40.03299302
852	40.03267597
853	40.0324933
854	40.03246939
855	40.03242996
856	40.03237271
857	40.03109953
858	40.03106101
859	40.03059651
860	40.02931565
861	40.02903695
862	40.02847521
863	40.02835996
864	40.02797065
865	40.02797065
866	40.02777029
867	40.02732051
868	40.02728248
869	40.02724517
870	40.02711976
871	40.02667484
872	40.02571143
873	40.02511126
874	40.02463978
875	40.02403951
876	40.02345191
877	40.02322168
878	40.02271903
879	40.02048599
880	40.01988228
881	40.01924952
882	40.01841924
883	40.01812599
884	40.01812588
885	40.01600099
886	40.01592131
887	40.01572107
888	40.01570491
889	40.0156874
890	40.01565028
891	40.01478876
892	40.01453214
893	40.01432441
894	40.01353516
895	40.01308012
896	40.01238406
897	40.01202797
898	40.01136843
899	40.01133266
900	40.01099
901	40.01079134
902	40.01051122
903	40.01030423
904	40.01002311
905	40.00897467
906	40.00882178
907	40.00829105
908	40.00795686
909	40.00757158
910	40.00691972
911	40.0062074
912	40.00562404
913	40.00528757
914	40.00461537
915	40.00417149
916	40.00399629
917	40.00397911
918	40.00390483
919	40.00329557
920	40.00319524
921	40.00277687
922	40.00216698
923	40.00185464
924	40.00117179
925	40.00032092
926	39.99995851
927	39.99975737
928	39.99932052
929	39.99922912
930	39.99900835
931	39.99886004
932	39.99858489
933	39.99811646
934	39.99804163
935	39.99781189
936	39.99759927
937	39.99752647
938	39.9972831
939	39.99655255
940	39.99615539
941	39.9944239
942	39.99437567
943	39.99401659
944	39.9937371
945	39.99319701
946	39.9928281
947	39.99169151
948	39.99157253
949	39.99145517
950	39.99120439
951	39.99079238
952	39.99033721
953	39.99019993
954	39.98963366
955	39.98912546
956	39.98905416
957	39.98883517
958	39.98843169
959	39.98784411
960	39.98779771
961	39.98742664
962	39.98728645
963	39.98721713
964	39.98690053
965	39.98635915
966	39.98593905
967	39.9851133
968	39.98456651
969	39.98373434
970	39.98360128
971	39.9835208
972	39.98325677
973	39.98272572
974	39.9825975
975	39.98199995
976	39.98185882
977	39.98182205
978	39.98111625
979	39.98102812
980	39.97971016
981	39.979209
982	39.97919235
983	39.979132
984	39.97878918
985	39.97860124
986	39.97844256
987	39.9781202
988	39.97780361
989	39.97757804
990	39.97712389
991	39.97705545
992	39.97697172
993	39.97656278
994	39.97615218
995	39.9758188
996	39.97573037
997	39.9752141
998	39.9747672
999	39.97422167
1000	39.97301196
1001	39.97270131
1002	39.97236675
1003	39.97156015
1004	39.97104925
1005	39.9706192
1006	39.9700577
1007	39.96973385
1008	39.96963675
1009	39.96856612
1010	39.96762091
1011	39.96755077
1012	39.96745474
1013	39.96743765
1014	39.96743765
1015	39.96652259
1016	39.96590879
1017	39.96574507
1018	39.96560903
1019	39.96530163
1020	39.96455213
1021	39.96415281
1022	39.96377015
1023	39.96266264
1024	39.96256568
1025	39.96220472
1026	39.96183892
1027	39.96175008
1028	39.95987697
1029	39.95948622
1030	39.95898086
1031	39.95867218
1032	39.95858268
1033	39.95848389
1034	39.95831148
1035	39.95802539
1036	39.95786231
1037	39.95705094
1038	39.95666434
1039	39.95630503
1040	39.95621719
1041	39.95607565
1042	39.95585626
1043	39.95514866
1044	39.95489179
1045	39.9546765
1046	39.95466843
1047	39.9545317
1048	39.95414516
1049	39.95170321
1050	39.9516427
1051	39.95112677
1052	39.95098521
1053	39.95044772
1054	39.95023774
1055	39.94944183
1056	39.94919903
1057	39.94906598
1058	39.94872127
1059	39.9485169
1060	39.94785947
1061	39.94767939
1062	39.94761654
1063	39.94759192
1064	39.9467961
1065	39.94594049
1066	39.94559533
1067	39.94507506
1068	39.94501324
1069	39.94450776
1070	39.94392029
1071	39.9431592
1072	39.943081
1073	39.94264983
1074	39.94242264
1075	39.94240351
1076	39.94202105
1077	39.94170752
1078	39.94103203
1079	39.94083489
1080	39.94040182
1081	39.94013726
1082	39.93977037
1083	39.9393365
1084	39.93886597
1085	39.93853477
1086	39.93823819
1087	39.93801574
1088	39.93741215
1089	39.93688969
1090	39.93646887
1091	39.93596215
1092	39.93565903
1093	39.93530229
1094	39.93369599
1095	39.93292102
1096	39.93290742
1097	39.93265979
1098	39.93257157
1099	39.93234458
1100	39.93197287
1101	39.9315523
1102	39.93128532
1103	39.93079245
1104	39.93057478
1105	39.93002465
1106	39.92994118
1107	39.92971035
1108	39.92963414
1109	39.92933349
1110	39.92864532
1111	39.92858646
1112	39.92852617
1113	39.92848836
1114	39.9283614
1115	39.92816484
1116	39.92802224
1117	39.92774798
1118	39.92769041
1119	39.92761523
1120	39.92732692
1121	39.92684096
1122	39.92672301
1123	39.92665
1124	39.92647031
1125	39.92564854
1126	39.92550101
1127	39.92503525
1128	39.92470228
1129	39.92453883
1130	39.92334544
1131	39.92260733
1132	39.92233925
1133	39.92207571
1134	39.92205886
1135	39.92129664
1136	39.9209572
1137	39.92054469
1138	39.92012695
1139	39.91984068
1140	39.91945498
1141	39.91916521
1142	39.91880757
1143	39.91866541
1144	39.91862245
1145	39.91857009
1146	39.91827538
1147	39.91761602
1148	39.91728367
1149	39.91687682
1150	39.91567837
1151	39.91561974
1152	39.91554921
1153	39.91495007
1154	39.91492553
1155	39.91461252
1156	39.91455799
1157	39.91409201
1158	39.91341734
1159	39.91293377
1160	39.91287998
1161	39.91097026
1162	39.91041856
1163	39.91000075
1164	39.90839891
1165	39.90808597
1166	39.90761076
1167	39.90705673
1168	39.90639625
1169	39.90614737
1170	39.90571574
1171	39.90540977
1172	39.90504172
1173	39.9045282
1174	39.9034999
1175	39.90344603
1176	39.9029571
1177	39.90291017
1178	39.90244263
1179	39.90177385
1180	39.90161212
1181	39.90111867
1182	39.90087374
1183	39.90068141
1184	39.90039626
1185	39.8999364
1186	39.89942958
1187	39.89868322
1188	39.89800322
1189	39.89772534
1190	39.89743595
1191	39.8966225
1192	39.89507745
1193	39.8949827
1194	39.89476023
1195	39.89470996
1196	39.89423893
1197	39.89417944
1198	39.89265311
1199	39.8926003
1200	39.89225052
1201	39.89143171
1202	39.8914019
1203	39.89135912
1204	39.89004395
1205	39.88905818
1206	39.8889653
1207	39.88667959
1208	39.88620332
1209	39.88593861
1210	39.88567551
1211	39.88540505
1212	39.88445871
1213	39.88369481
1214	39.88291936
1215	39.88255741
1216	39.88223129
1217	39.8821462
1218	39.8818121
1219	39.88176164
1220	39.88169522
1221	39.88105934
1222	39.8799055
1223	39.87986008
1224	39.87955108
1225	39.8793119
1226	39.87926341
1227	39.87906479
1228	39.87905018
1229	39.87890078
1230	39.8784117
1231	39.87803147
1232	39.87784008
1233	39.87713635
1234	39.87709399
1235	39.87607388
1236	39.87593888
1237	39.87587466
1238	39.87437581
1239	39.87394126
1240	39.87282652
1241	39.87243893
1242	39.87174802
1243	39.8715848
1244	39.87135939
1245	39.87114714
1246	39.87111798
1247	39.87060508
1248	39.87056922
1249	39.87038329
1250	39.87007499
1251	39.86893567
1252	39.86891932
1253	39.86815677
1254	39.86780418
1255	39.86739856
1256	39.86704318
1257	39.86638295
1258	39.86614827
1259	39.86566743
1260	39.86533849
1261	39.86424709
1262	39.8641542
1263	39.86378299
1264	39.86366064
1265	39.86343506
1266	39.86273744
1267	39.8624122
1268	39.86203834
1269	39.86100898
1270	39.86062755
1271	39.86012656
1272	39.86008113
1273	39.85988488
1274	39.8595538
1275	39.85809696
1276	39.85805185
1277	39.85783982
1278	39.85718581
1279	39.85714138
1280	39.85587517
1281	39.85555706
1282	39.8552368
1283	39.85408653
1284	39.8538648
1285	39.85379989
1286	39.85357759
1287	39.85334999
1288	39.85320744
1289	39.85319055
1290	39.8528188
1291	39.85275872
1292	39.85215796
1293	39.85190548
1294	39.85153408
1295	39.85029924
1296	39.85029824
1297	39.85023371
1298	39.84992496
1299	39.84957912
1300	39.84953654
1301	39.84949455
1302	39.84912743
1303	39.84901285
1304	39.84879309
1305	39.84871612
1306	39.84870374
1307	39.84808004
1308	39.84683579
1309	39.84673885
1310	39.84668512
1311	39.84632297
1312	39.84528651
1313	39.84449791
1314	39.84434613
1315	39.84340083
1316	39.84297865
1317	39.84295924
1318	39.84294002
1319	39.84251901
1320	39.84237379
1321	39.84177398
1322	39.84166608
1323	39.84155417
1324	39.84022976
1325	39.83999122
1326	39.83966372
1327	39.83940151
1328	39.83866058
1329	39.83861998
1330	39.83789048
1331	39.83711364
1332	39.83700501
1333	39.83626807
1334	39.83623089
1335	39.83497419
1336	39.8349213
1337	39.83466749
1338	39.83376419
1339	39.83375187
1340	39.83330191
1341	39.83192595
1342	39.83177786
1343	39.8317382
1344	39.83153603
1345	39.8314117
1346	39.83137519
1347	39.83070175
1348	39.83064594
1349	39.83018601
1350	39.82899483
1351	39.82895624
1352	39.82834908
1353	39.82827991
1354	39.82792684
1355	39.82764944
1356	39.82734119
1357	39.82730316
1358	39.82689579
1359	39.82639635
1360	39.82582446
1361	39.82565812
1362	39.82547349
1363	39.82512045
1364	39.82475555
1365	39.82445166
1366	39.82424341
1367	39.82405232
1368	39.82365829
1369	39.82292387
1370	39.82234695
1371	39.82233319
1372	39.82186203
1373	39.82152345
1374	39.82098825
1375	39.82074278
1376	39.82066893
1377	39.82028741
1378	39.81990039
1379	39.8195997
1380	39.81938825
1381	39.8191713
1382	39.81881674
1383	39.81682714
1384	39.81675695
1385	39.8154055
1386	39.81538108
1387	39.81508295
1388	39.81465049
1389	39.81413886
1390	39.81391382
1391	39.81290332
1392	39.81245732
1393	39.81163905
1394	39.81146172
1395	39.81128222
1396	39.81090526
1397	39.81057812
1398	39.8103552
1399	39.81006922
1400	39.8091734
1401	39.80879201
1402	39.80865737
1403	39.80729584
1404	39.80716241
1405	39.80686479
1406	39.80617475
1407	39.8051107
1408	39.80473757
1409	39.80393075
1410	39.80391935
1411	39.80350078
1412	39.80346715
1413	39.80308049
1414	39.80304507
1415	39.80261587
1416	39.80233302
1417	39.80191955
1418	39.80164396
1419	39.80131372
1420	39.80110677
1421	39.80057622
1422	39.80051592
1423	39.80005168
1424	39.79889749
1425	39.79857534
1426	39.79829334
1427	39.79728092
1428	39.79647865
1429	39.79560095
1430	39.79485889
1431	39.79441879
1432	39.79324642
1433	39.79308208
1434	39.79274581
1435	39.79198413
1436	39.79192841
1437	39.79147817
1438	39.79120157
1439	39.79088473
1440	39.79076969
1441	39.79073543
1442	39.79072605
1443	39.79045158
1444	39.79043518
1445	39.78970935
1446	39.78942241
1447	39.78938852
1448	39.78911755
1449	39.78890825
1450	39.78778769
1451	39.78724028
1452	39.78673963
1453	39.78595932
1454	39.78572996
1455	39.78546246
1456	39.78520067
1457	39.78470532
1458	39.78444737
1459	39.78417865
1460	39.7841315
1461	39.78384939
1462	39.78330578
1463	39.78327242
1464	39.78300846
1465	39.78261732
1466	39.78258374
1467	39.78232177
1468	39.78232095
1469	39.78188558
1470	39.78158358
1471	39.78138539
1472	39.78123634
1473	39.78063864
1474	39.77989182
1475	39.77987359
1476	39.77978906
1477	39.77953121
1478	39.77908485
1479	39.7787012
1480	39.77844708
1481	39.77792587
1482	39.77789283
1483	39.77784965
1484	39.77759354
1485	39.77701445
1486	39.77677728
1487	39.77647609
1488	39.77604833
1489	39.77570578
1490	39.77538367
1491	39.77494037
1492	39.77489176
1493	39.77448618
1494	39.77418861
1495	39.77417752
1496	39.77385699
1497	39.77333591
1498	39.77308545
1499	39.77237827
1500	39.772088
1501	39.77189294
1502	39.7716944
1503	39.77144831
1504	39.77079943
1505	39.77046595
1506	39.76984303
1507	39.76936905
1508	39.7693584
1509	39.76914245
1510	39.76873094
1511	39.76844277
1512	39.76826134
1513	39.76763634
1514	39.76743388
1515	39.76695801
1516	39.76664556
1517	39.76599409
1518	39.7647654
1519	39.76451684
1520	39.76430102
1521	39.76366961
1522	39.76303902
1523	39.76172637
1524	39.7616496
1525	39.76140455
1526	39.76074324
1527	39.76023894
1528	39.76012388
1529	39.76011828
1530	39.75983001
1531	39.75913879
1532	39.75912645
1533	39.75907484
1534	39.75800116
1535	39.75773447
1536	39.75727112
1537	39.75698156
1538	39.75695075
1539	39.75685014
1540	39.75682116
1541	39.75633345
1542	39.75595761
1543	39.75538732
1544	39.75502163
1545	39.75481013
1546	39.75446733
1547	39.75426
1548	39.75290322
1549	39.75251627
1550	39.7524535
1551	39.75196991
1552	39.75153913
1553	39.75132104
1554	39.75118392
1555	39.75116603
1556	39.75091009
1557	39.75075104
1558	39.75031279
1559	39.75023111
1560	39.74890282
1561	39.74858531
1562	39.74821366
1563	39.74778729
1564	39.7474243
1565	39.7473857
1566	39.74734637
1567	39.74604195
1568	39.74454716
1569	39.74433651
1570	39.74430874
1571	39.74407562
1572	39.74363504
1573	39.74342664
1574	39.74173635
1575	39.74161064
1576	39.74105944
1577	39.74096348
1578	39.74012251
1579	39.73968119
1580	39.73850109
1581	39.73826995
1582	39.73824322
1583	39.73804659
1584	39.73695528
1585	39.73610385
1586	39.73607758
1587	39.73578505
1588	39.73509328
1589	39.7348863
1590	39.7344655
1591	39.73330895
1592	39.73330876
1593	39.73282685
1594	39.73251753
1595	39.73229327
1596	39.73227554
1597	39.7320405
1598	39.73189561
1599	39.73159248
1600	39.73156511
1601	39.73134493
1602	39.73068018
1603	39.7303926
1604	39.73033752
1605	39.73017104
1606	39.72947744
1607	39.72940774
1608	39.72931617
1609	39.72918406
1610	39.72886213
1611	39.72835286
1612	39.72797583
1613	39.72748389
1614	39.72746632
1615	39.72732262
1616	39.72721341
1617	39.72655042
1618	39.72647414
1619	39.72619396
1620	39.72585296
1621	39.72525671
1622	39.72341133
1623	39.7231191
1624	39.72288087
1625	39.7226075
1626	39.72146827
1627	39.72129206
1628	39.72080154
1629	39.7207589
1630	39.71973077
1631	39.71933798
1632	39.71868488
1633	39.71812404
1634	39.71793433
1635	39.71789471
1636	39.71658745
1637	39.71635651
1638	39.7160991
1639	39.71606533
1640	39.7160371
1641	39.71595779
1642	39.71556318
1643	39.71492044
1644	39.71474617
1645	39.71359852
1646	39.71326286
1647	39.71324013
1648	39.71262938
1649	39.71248234
1650	39.71224032
1651	39.71203703
1652	39.7118358
1653	39.71118115
1654	39.71060063
1655	39.71034914
1656	39.71032444
1657	39.71003674
1658	39.70968974
1659	39.70959706
1660	39.70956366
1661	39.7095103
1662	39.70930521
1663	39.70913334
1664	39.70905623
1665	39.70894461
